OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
46	TARA_N000000012	TARA_039	DCM	[20-180µm]	18.5745	66.4895	TARA_039_DCM_20-180	TARA_039	ERS488902	ERR562465|ERR562645|ERR1726915|ERR1719429|ERR562655|ERR1719323|ERR562450|ERR562485	SAMEA2656967	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000012	2010-03-18T09:40	-3265	26.692435	36.40162	23.87718	0.5946	0.12402	25	4.100441	187.47615	0	0.00138772	0.0255102	0.004728645	0.003323513	2.1758	533.091	81.2633857727051	0.000228897042688914	0.00115	0.00545		0.00925	0		0.011	0.2465	0.0675	1.2415	26	41	3	13	480	124	0.386281	0.51759					0.01255	0.00495	0.00545	0.00095	0.03505	0	0.0962	0	18.5745	66.4895	0	winter	late	0.403157		2.25
47	TARA_N000000013	TARA_039	SRF	[180-2000µm]	18.5743	66.5029	TARA_039_SRF_180-2000	TARA_039	ERS488900	ERR1700889|ERR1712135|ERR562559|ERR562605|ERR1712136|ERR562593|ERR562617|ERR562707	SAMEA2656965	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000013	2010-03-18T08:20	-3265	27.16077	36.312225	23.65536	1.8251	0.02364	5	28.00943	192.77285	0	0.00138772	0.0255102	0.004728645	0.003323513	2.09529	533.091	81.2633857727051	0.000228897042688914	0	0.0035		0.0034	0		0.0065	0.2335	0.0425	1.515	26	41	3	13	480	124	0.386281	0.51759					0.0054	0.0025	0.0035	0	0.0158	0	0.07315	0	18.5743	66.5029	0	winter	late	0.403157		2.25
49	TARA_N000000029	TARA_038	SRF	[0.8-5µm]	19.0393	64.4913	TARA_038_SRF_0.8-5	TARA_038	ERS488809	ERR1711871|ERR1711968|ERR868503|ERR562391|ERR868498	SAMEA2620010	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000029	2010-03-15T03:35	-3344	26.313595	36.618044	24.148331	0.2594	0.05004	5	23.003181	187.7395	0.632675	0.001387726	0.030032598	0.004277769	0.001138785	4.12012	851.496	116.99991607666	0.00024428716278635	0.00375	0.00775		0.01315	0		0.107	0.337	0.4195	1.278	20	27	126	13	704	120	0.542872	0.579343					0.0114	0.0019	0.00775	0.0009	0.02745	0	0.1641	0	19.0393	64.4913	0	winter	late	0.005785	0.069484	0
50	TARA_N000000030	TARA_038	DCM	[0.8-5µm]	19.0284	64.5126	TARA_038_DCM_0.8-5	TARA_038	ERS488832	ERR1719248|ERR1719399|ERR868414|ERR562640	SAMEA2620023	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000030	2010-03-15T11:18	-3341	25.607735	36.549506	24.3126	2.0966	0.17892	25	1.879871	189.0233	0.672791	0.001387726	0.030032598	0.004277769	0.001138785	4.24259	847.091	116.99991607666	0.00024428716278635	0.0135	0.0262		0.0589	0.0068		0.7	0.417	1.858	1.625	45	23	162	53	289	117	0.542872	0.579343					0.0435	0.0085	0.0262	0.0056	0.1067	0	0.1518	0	19.0284	64.5126	0	winter	late	0.005785	0.069484	0
51	TARA_N000000041	TARA_038	DCM	[20-180µm]	19.0235	64.5256	TARA_038_DCM_20-180	TARA_038	ERS488822	ERR1719328|ERR1726736|ERR562463|ERR1719255	SAMEA2657041	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000041	2010-03-15T10:02	-3341	25.607735	36.549506	24.3126	1.0729	0.17892	25	1.879871	189.0233	0.672791	0.001387726	0.030032598	0.004277769	0.001138785	4.24259	847.091	100.231742858887	0.000229280609346461	0.0135	0.0262		0.0589	0.0068		0.7	0.417	1.858	1.625	45	23	162	53	289	117	0.542872	0.579343					0.0435	0.0085	0.0262	0.0056	0.1067	0	0.1518	0	19.0235	64.5256	0	winter	late	0.005785	0.069484	0
52	TARA_N000000045	TARA_038	SRF	[20-180µm]	19.0393	64.4913	TARA_038_SRF_20-180	TARA_038	ERS488817	ERR1719322|ERR1719351	SAMEA2730547	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000045	2010-03-15T03:37	-3344	26.313595	36.618044	24.148331	0.2594	0.05004	5	23.003181	187.7395	0.632675	0.001387726	0.030032598	0.004277769	0.001138785	4.12012	851.496	116.99991607666	0.00024428716278635	0.00375	0.00775		0.01315	0		0.107	0.337	0.4195	1.278	20	27	126	13	704	120	0.542872	0.579343					0.0114	0.0019	0.00775	0.0009	0.02745	0	0.1641	0	19.0393	64.4913	0	winter	late	0.005785	0.069484	0
53	TARA_N000000046	TARA_038	SRF	[180-2000µm]	19.0359	64.511	TARA_038_SRF_180-2000	TARA_038	ERS488821	ERR1719259|ERR1719423	SAMEA2730588	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000046	2010-03-15T05:31	-3341	26.313595	36.618044	24.148331	1.4012	0.05004	5	23.003181	187.7395	0.632675	0.001387726	0.030032598	0.004277769	0.001138785	4.12012	851.496	116.99991607666	0.00024428716278635	0.00375	0.00775		0.01315	0		0.107	0.337	0.4195	1.278	15	25	3	13	293	117	0.542872	0.579343					0.0114	0.0019	0.00775	0.0009	0.02745	0	0.1641	0	19.0359	64.511	0	winter	late	0.005785	0.069484	0
54	TARA_N000000047	TARA_038	DCM	[0.8-5µm]	19.0284	64.5126	TARA_038_DCM_0.8-5	TARA_038	ERS488834	ERR1719274|ERR1719421	SAMEA2620025	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000047	2010-03-15T11:18	-3341	25.607735	36.549506	24.3126	2.0966	0.17892	25	1.879871	189.0233	0.672791	0.001387726	0.030032598	0.004277769	0.001138785	4.24259	847.091	116.99991607666	0.00024428716278635	0.0135	0.0262		0.0589	0.0068		0.7	0.417	1.858	1.625	45	23	162	53	289	117	0.542872	0.579343					0.0435	0.0085	0.0262	0.0056	0.1067	0	0.1518	0	19.0284	64.5126	0	winter	late	0.005785	0.069484	0
55	TARA_N000000051	TARA_039	FSW	[0.8-5µm]	18.5745	66.4895	TARA_039_FSW_0.8-5	TARA_039	ERS488910	ERR868484|ERR1879887|ERR1711916|ERR1712065|ERR868368	SAMEA2730749	SEQ-(100L-or-15min)_W0.8-5	FSW	[FSW] filtered sea water, used to control protocols	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000051	2010-03-18T09:40		27.16077	36.312225	23.65536	0.5946	0.02364	2	28.00943	192.77285	0	0.00138772	0.0255102	0.004728645	0.003323513			81.2633857727051	0.000228897042688914	0	0.0035		0.0034	0		0.0065	0.2335	0.0425	1.515													0.0054	0.0025	0.0035	0	0.0158	0	0.07315	0	18.5745	66.4895	0	unknown	unknown	0.403157		2.25
56	TARA_N000000052	TARA_039	FSW	[0.8-5µm]	18.5745	66.4895	TARA_039_FSW_0.8-5	TARA_039	ERS488908	ERR1711880|ERR1711991|ERR1879701	SAMEA2730747	SEQ-(100L-or-15min)_W0.8-5	FSW	[FSW] filtered sea water, used to control protocols	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000052	2010-03-18T09:40		27.16077	36.312225	23.65536	0.5946	0.02364	2	28.00943	192.77285	0	0.00138772	0.0255102	0.004728645	0.003323513			81.2633857727051	0.000228897042688914	0	0.0035		0.0034	0		0.0065	0.2335	0.0425	1.515													0.0054	0.0025	0.0035	0	0.0158	0	0.07315	0	18.5745	66.4895	0	unknown	unknown	0.403157		2.25
57	TARA_N000000063	TARA_040	SRF	[>3µm]	17.5294	67.9576	TARA_040_SRF_3->	TARA_040	ERS488967	ERR1719434|ERR1879675|ERR1879705|ERR1719284|ERR1879931|ERR1879876|ERR1726549|ERR1879809	SAMEA2620128	SEQ-(100L-or-15min)_W>3	SRF	[SRF] surface water layer (ENVO:00010504)	3	>5.00	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000063	2010-03-22T03:04	-3504	27.584135	36.22668	23.453275	0.00583	0.02076	5	28.977553	192.986	0	0.001387719	0.0214855	0.003789226	0.004908818			95.1424980163574	0.00011536652527866	0	0.0011		0.0015	0		0.007	0.27	0.026	1.792	27	44	23	33	643								0.0019	0.0018	0.0011	0	0.0066	0	0.0787	0.0051	17.5294	67.9576	0	spring	early	0.043242	0.086921	0
58	TARA_N000000064	TARA_040	ZZZ	[>3µm]	17.4825	67.9869	TARA_040_ZZZ_3->	TARA_040	ERS488980	ERR1711868|ERR1879879|ERR1712227|ERR1879941|ERR1879749|ERR1726862|ERR1879947|ERR1879828|ERR1726940	SAMEA2620139	SEQ-(100L-or-15min)_W>3	ZZZ	[ZZZ] marine water layer (ENVO:01000295)	3	>3.00	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000064	2010-03-22T07:07	-3512	27.52689	36.49243	23.67319	0.006584	0.02328	25	4.745867	193.29565	0	0.001387719	0.0214855	0.003789226	0.004908818			99.2462730407715	0.000106927040178562	0	0.0011		0.0018	0			0.235	0.035	1.19	39	57	82	46	482	76							0.0033	0.0022	0.0011	0	0.0103	0	0.083	0	17.4825	67.9869	0	spring	early	0.043242	0.086921	0
59	TARA_N000000065	TARA_040	ZZZ	[>3µm]	17.4814	67.9947	TARA_040_ZZZ_3->	TARA_040	ERS488991	ERR1726582|ERR1879934|ERR1719392|ERR1726591|ERR1879672|ERR1719450|ERR1879762|ERR1879709|ERR1879696	SAMEA2620150	SEQ-(100L-or-15min)_W>3	ZZZ	[ZZZ] marine water layer (ENVO:01000295)	3	>3.00	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000065	2010-03-22T09:29	-3512	26.262725	36.46182	24.05494	0.00583	0.12618	50	0.420613	171.60735	1.337649	0.001387719	0.0214855	0.003789226	0.004908818			99.2462730407715	0.000106927040178562	0.002	0.0054		0.0125	0.0077		0.009	0.305	0	1.159	37	53	36	44	491	64							0.0176	0.0063	0.0054	0	0.044	0	0.0589	0	17.4814	67.9947	0	spring	early	0.043242	0.086921	0
61	TARA_N000000071	TARA_041	SRF	[0.8-5µm]	14.6059	69.9776	TARA_041_SRF_0.8-5	TARA_041	ERS489053	ERR1712005|ERR562646|ERR868486|ERR1712023	SAMEA2620204	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000071	2010-03-30T02:47	-3640	29.151544	36.0499	22.799819	1.2227	0	5	34.540752	187.306625	0	0.001387699	0.020277846	0.004047238	0.004698874		312.006	47.6406078338623	0.000157328493514797	0	0.001		0.00075	0		0.007	0.1565	0.057	1.3865	25	66	79	24	450	74	0.21705	0.560517					0.0015	0	0.001	0	0.0056	0	0.07355	0	14.6059	69.9776	0	spring	early	-0.412443	0.026178	19.027778
62	TARA_N000000072	TARA_041	DCM	[0.8-5µm]	14.5536	70.0128	TARA_041_DCM_0.8-5	TARA_041	ERS489078	ERR868409|ERR1712164|ERR562706|ERR1712159	SAMEA2620221	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000072	2010-03-30T10:56	-3625	27.374181	36.503531	23.734719	0.72154	0.098025	60	0.606707	164.440063	0	0.001387699	0.020277846	0.004047238	0.004698874		312.006	43.7392063140869	0.000090719344370882	0.002	0.01485		0.0249	0.00665		0.2375	0.846	7.847	3.5765	25	57	29	33	404	67	0.21705	0.560517					0.0372	0.00715	0.01485	0.0043	0.0695	0	0.0423	0	14.5536	70.0128	0	spring	early	-0.412443	0.026178	19.027778
64	TARA_N000000074	TARA_041	DCM	[5-20µm]	14.5536	70.0128	TARA_041_DCM_5-20	TARA_041	ERS489079	ERR1700912|ERR1712229|ERR1711996|ERR562623	SAMEA2620222	SEQ-(500mL-or-15min)_W5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000074	2010-03-30T10:56	-3625	27.374181	36.503531	23.734719	0.72154	0.098025	60	0.606707	164.440063	0	0.001387699	0.020277846	0.004047238	0.004698874		312.006	43.7392063140869	0.000090719344370882	0.002	0.01485		0.0249	0.00665		0.2375	0.846	7.847	3.5765	25	57	29	33	404	67	0.21705	0.560517					0.0372	0.00715	0.01485	0.0043	0.0695	0	0.0423	0	14.5536	70.0128	0	spring	early	-0.412443	0.026178	19.027778
65	TARA_N000000075	TARA_041	DCM	[20-180µm]	14.5644	70.0096	TARA_041_DCM_20-180	TARA_041	ERS489067	ERR1726754|ERR1711944|ERR562374|ERR1726925|ERR1712018	SAMEA2656995	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000075	2010-03-30T09:17	-3625	26.317294	36.384231	23.981375	0.53708	0.144825	70	0.287428	110.17075	3.201261	0.001387699	0.020277846	0.004047238	0.004698874		312.006	47.1327381134033	0.000132161365399952	0.0016	0.0208		0.0279	0.0133		0.408	1.348	15.2	5.774	25	57	29	33	404	67	0.21705	0.560517					0.0453	0.0075	0.0208	0.0054	0.0624	0	0.0165	0	14.5644	70.0096	0	spring	early	-0.412443	0.026178	19.027778
66	TARA_N000000076	TARA_041	SRF	[20-180µm]	14.6067	69.9775	TARA_041_SRF_20-180	TARA_041	ERS489037	ERR1719346|ERR1726844|ERR1719210|ERR562626	SAMEA2657106	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000076	2010-03-30T02:45	-3640	29.151544	36.0499	22.799819	1.3108	0	5	34.540752	187.306625	0	0.001387699	0.020277846	0.004047238	0.004698874		312.006	47.6406078338623	0.000157328493514797	0	0.001		0.00075	0		0.007	0.1565	0.057	1.3865	25	66	79	24	450	74	0.21705	0.560517					0.0015	0	0.001	0	0.0056	0	0.07355	0	14.6067	69.9775	0	spring	early	-0.412443	0.026178	19.027778
67	TARA_N000000077	TARA_041	SRF	[180-2000µm]	14.5741	69.9988	TARA_041_SRF_180-2000	TARA_041	ERS489065	ERR562522|ERR1712235|ERR1712131|ERR1726820|ERR1726652	SAMEA2657016	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000077	2010-03-30T05:32	-3636	29.151544	36.0499	22.799819	1.1908	0	5	34.540752	187.306625	0	0.001387699	0.020277846	0.004047238	0.004698874		312.006	47.1327381134033	0.000132161365399952	0	0.001		0.00075	0		0.007	0.1565	0.057	1.3865	27	73	107	25	447	84	0.21705	0.560517					0.0015	0	0.001	0	0.0056	0	0.07355	0	14.5741	69.9988	0	spring	early	-0.412443	0.026178	19.027778
68	TARA_N000000113	TARA_048	SRF	[0.8-20µm]	-9.3921	66.4228	TARA_048_SRF_0.8-20	TARA_048	ERS489329	ERR562398|ERR1719378|ERR868355	SAMEA2620418	SEQ-(100L-or-15min)_W0.8-20	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	20	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	TARA_N000000113	2010-04-19T07:56	-2990	29.818108	34.184183	21.176983	0.087724	0	5	36.077188	187.35	0	0.001209446	0.013870245	0.006999157	0.008117013		173.214	33.1383628845215	0.000214771971513983	0	0.0007		0.00125	0		0.0055	0.0825	0.07475	2.22425	18	52	28	19	106	42	0.262804	0.631249					0.0013	0	0.0007	0	0.0062	0	0.06295	0	-9.3921	66.4228	0	autumn	early	-0.11828	0.067544	3.777778
70	TARA_N000000185	TARA_051	SRF	[5-20µm]	-21.4593	54.3041	TARA_051_SRF_5-20	TARA_051	ERS489481	ERR1712187|ERR1711866	SAMEA2730799	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	TARA_N000000185	2010-05-11T07:23	-4265	27.488383	34.939958	22.516108	3.3204	0	5	25.387219	194.433917	0.532471	0.00097728	0.011299031	0.008024957	0.004059467			28.6822376251221	0.000118799427582417	0	0.0011		0.0011	0		0	0.07325	0.138	1.8665	40	79	77	72	149	144	0.364876	0.69329					0.0012	0.0014	0.0011	0	0.0042	0	0.0573	0	-21.4593	54.3041	0	autumn	middle	0.125682	0.036539	0
73	TARA_N000000196	TARA_051	SRF	[20-180µm]	-21.4752	54.3236	TARA_051_SRF_20-180	TARA_051	ERS489476	ERR1726726|ERR1712092|ERR1711978|ERR1756244	SAMEA2730769	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	TARA_N000000196	2010-05-11T05:55	-4277	27.488383	34.939958	22.516108	1.9253	0	5	25.387219	194.433917	0.532471	0.00097728	0.011299031	0.008024957	0.004059467			29.7354526519775	0.000116588933451567	0	0.0011		0.0011	0		0	0.07325	0.138	1.8665	30	81	79	597	1001	1040	0.364876	0.69329					0.0012	0.0014	0.0011	0	0.0042	0	0.0573	0	-21.4752	54.3236	0	autumn	middle	0.125682	0.036539	0
74	TARA_N000000216	TARA_051	DCM	[0.8-5µm]	-21.4689	54.3066	TARA_051_DCM_0.8-5	TARA_051	ERS489505	ERR1712171|ERR1712138	SAMEA2620526	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	TARA_N000000216	2010-05-11T10:40	-4265	25.25385	34.950317	23.229758	3.2401	0.0552	80	0.170432	205.117583	0.532471	0.00097728	0.011299031	0.008024957	0.004059467			28.6822376251221	0.000118799427582417	0.0023	0.00705		0.0317	0		0.01425	0.1035	0.0175	2.310375	40	79	77	72	149	144	0.364876	0.69329					0.03025	0.00625	0.00705	0.0026	0.065	0	0.0467	0	-21.4689	54.3066	0	autumn	middle	0.125682	0.036539	0
75	TARA_N000000225	TARA_051	DCM	[20-180µm]	-21.4689	54.3066	TARA_051_DCM_20-180	TARA_051	ERS489502	ERR1712173|ERR1712053	SAMEA2620523	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	TARA_N000000225	2010-05-11T10:40	-4265	25.25385	34.950317	23.229758	3.2401	0.0552	80	0.170432	205.117583	0.532471	0.00097728	0.011299031	0.008024957	0.004059467			28.6822376251221	0.000118799427582417	0.0023	0.00705		0.0317	0		0.01425	0.1035	0.0175	2.310375	40	79	77	72	149	144	0.364876	0.69329					0.03025	0.00625	0.00705	0.0026	0.065	0	0.0467	0	-21.4689	54.3066	0	autumn	middle	0.125682	0.036539	0
76	TARA_N000000231	TARA_051	SRF	[0.8-5µm]	-21.5043	54.3563	TARA_051_SRF_0.8-5	TARA_051	ERS489448	ERR1719306|ERR1719408	SAMEA2620500	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	TARA_N000000231	2010-05-11T03:42	-4277	27.488383	34.939958	22.516108	0.39513	0	5	25.554368	194.433917	0.532471	0.00097728	0.011299031	0.008024957	0.004059467			33.0951251983643	0.000114003010821762	0	0.0011		0.0011	0		0	0.07325	0.138	1.8665	30	81	79	597	1001	1040	0.364876	0.69329					0.0012	0.0014	0.0011	0	0.0042	0	0.0573	0	-21.5043	54.3563	0	autumn	middle	0.125682	0.036539	0
77	TARA_N000000267	TARA_046	SRF	[0.8-5µm]	-0.6625	73.161	TARA_046_SRF_0.8-5	TARA_046	ERS489279	ERR1756003|ERR1719498|ERR868478|ERR1719218	SAMEA2620378	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000267	2010-04-15T02:01	-23	30.12475	35.1113	21.76745	0.006677	0.048	5	34.954927	185.755	0.436989	0.001279924	0.016438504	0.009120126	0.00839148		236.284	50.6479225158691	0.000243189366301522	0.00185	0.00815	10.576483	0.0026	0.00675	8.016174	0.0045	0.102	0.047	1.947	23	64	57	13	64	50	0.280692	0.747565					0.0049	0.00285	0.00815	0.00725	0.0119	0	0.0892	0	-0.6625	73.161	0	autumn	early	0.04222	0.059455	3.5
78	TARA_N000000268	TARA_046	SRF	[5-20µm]	-0.6625	73.161	TARA_046_SRF_5-20	TARA_046	ERS489280	ERR1726784|ERR1879736|ERR1712170|ERR1711976	SAMEA2620379	SEQ-(500mL-or-15min)_W5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000268	2010-04-15T02:01	-23	30.12475	35.1113	21.76745	0.006677	0.048	5	34.954927	185.755	0.436989	0.001279924	0.016438504	0.009120126	0.00839148		236.284	50.6479225158691	0.000243189366301522	0.00185	0.00815	10.576483	0.0026	0.00675	8.016174	0.0045	0.102	0.047	1.947	23	64	57	13	64	50	0.280692	0.747565					0.0049	0.00285	0.00815	0.00725	0.0119	0	0.0892	0	-0.6625	73.161	0	autumn	early	0.04222	0.059455	3.5
79	TARA_N000000269	TARA_046	SRF	[20-180µm]	-0.6625	73.1611	TARA_046_SRF_20-180	TARA_046	ERS489289	ERR1756166|ERR1711893|ERR1726729|ERR1712044	SAMEA2730898	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000269	2010-04-15T02:15	-23	30.12475	35.1113	21.76745	0.015823	0.048	5	34.954927	185.755	0.436989	0.001279924	0.016438504	0.009120126	0.00839148		236.284	50.6479225158691	0.000243189366301522	0.00185	0.00815	10.576483	0.0026	0.00675	8.016174	0.0045	0.102	0.047	1.947	23	64	57	13	64	50	0.280692	0.747565					0.0049	0.00285	0.00815	0.00725	0.0119	0	0.0892	0	-0.6625	73.1611	0	autumn	early	0.04222	0.059455	3.5
81	TARA_N000000278	TARA_047	SRF	[0.8-20µm]	-2.0465	72.1568	TARA_047_SRF_0.8-20	TARA_047	ERS489303	ERR868399|ERR1879796|ERR1712146|ERR1711901	SAMEA2620396	SEQ-(100L-or-15min)_W0.8-20	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	20	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[MONS] Indian Monsoon Gyres Province (MRGID:21471)	TARA_N000000278	2010-04-16T04:42	-4563	30.15995	34.91195	21.60515	0.003704	0	5	33.558164	187.3595	0	0.001313573	0.016535839	0.008396721	0.008090431			34.3683910369873	0.000165810233738739	0	0.0007		0.0007	0		0.001	0.093	0.018	2.284	23	60	57	30	737	112	0.21189	0.718092					0	0	0.0007	0	0	0	0.0729	0	-2.0465	72.1568	0	autumn	early	0.013305	0.045411	0
